Track Name,Artist Name(s),Album Name,Album Artist Name(s),Album Release Date,Track Duration (ms),Explicit,Popularity,Artist Genres,Danceability,Energy,Loudness,Speechiness,Acousticness
House of Fun - 2000 Remastered Version,Madness,Complete Madness,Madness,23/04/1982,171706,FALSE,0,"britpop,new romantic,new wave,ska,ska revival",0.726,0.934,-4.684,0.0288,0.465
Dancing in the Moonlight - 2001 Remix,Toploader,A Walk To Remember Music From The Motion Picture,Various Artists,15/01/2002,232440,FALSE,43,british alternative rock,0.74,0.849,-3.205,0.026,0.0203
Yeah 3x,Chris Brown,Yeah 3x,Chris Brown,25/10/2010,241093,TRUE,3,"r&b,rap",0.702,0.883,-3.239,0.0437,0.000407
Tired of Being Alone,Al Green,Gets Next To You,Al Green,14/08/1971,172320,FALSE,0,"classic soul,funk,memphis soul,quiet storm,soul,soul blues,southern soul",0.769,0.39,-8.525,0.0391,0.365
Harper Valley P.T.A.,Jeannie C. Riley,Harper Valley P.T.A. (The Plantation Recordings 1968-70),Jeannie C. Riley,30/09/2013,194400,FALSE,50,classic country pop,0.795,0.448,-13.427,0.0444,0.629
"This Is It - 7"" Version",Dannii Minogue,This Is It: The Very Best Of,Dannii Minogue,23/08/2013,219600,FALSE,24,"australian dance,australian pop,europop",0.656,0.987,-6.435,0.0452,0.00567
Mamma Mia,ABBA,Abba,ABBA,1975,215266,FALSE,0,"europop,swedish pop",0.748,0.771,-7.01,0.0318,0.28
Words,Missing Persons,Spring Session M.,Missing Persons,1982,267866,FALSE,43,"new romantic,new wave,new wave pop,synthpop",0.751,0.552,-13.447,0.0384,0.036
Way Down,Elvis Presley,Elvis 30 #1 Hits,Elvis Presley,24/09/2002,157333,FALSE,39,"rock-and-roll,rockabilly",0.462,0.87,-6.554,0.076,0.501
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",Handwritten (Revisited),Shawn Mendes,20/11/2015,223826,FALSE,0,"canadian pop,pop,viral pop,dance pop,pop",0.657,0.769,-4.591,0.115,0.123
Young Girl,Gary Puckett & The Union Gap,Young Girl: The Best Of Gary Puckett & The Union Gap,Gary Puckett & The Union Gap,1968,194493,FALSE,47,"adult standards,bubblegum pop,country rock,folk rock,mellow gold,merseybeat,rock-and-roll,soft rock",0.408,0.544,-8.277,0.0333,0.653
DONTTRUSTME,3OH!3,WANT,3OH!3,07/07/2008,192573,TRUE,70,"dance pop,electropowerpop,pop punk,pop rap,post-teen pop",0.791,0.713,-3.742,0.254,0.0163
Leaning on a Lamp Post - 2002 Remaster,Herman's Hermits,Into Something Good (The Mickie Most Years 1964-1972),Herman's Hermits,04/08/2008,154253,FALSE,8,"british invasion,classic rock,folk rock,rock-and-roll,singer-songwriter",0.619,0.654,-4.773,0.0324,0.185
Loser,Beck,Mellow Gold,Beck,01/03/1994,234960,FALSE,0,"alternative rock,anti-folk,permanent wave,rock,slacker rock",0.595,0.617,-10.455,0.117,0.0343
Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream: The Complete Confection,Katy Perry,12/03/2012,230746,FALSE,72,pop,0.649,0.814,-3.796,0.0416,0.00125
Swamp Thing,The Grid,90s 100 Hits,Various Artists,28/11/2014,237520,FALSE,37,hip house,0.666,0.942,-9.79,0.0403,0.00219
Heart Of Glass - Special Mix,Blondie,Best Of Blondie,Blondie,31/10/1981,275733,FALSE,65,"candy pop,new wave pop,permanent wave,power pop,rock,synthpop",0.694,0.577,-14.63,0.0309,0.015
Don't Go Breaking My Heart,Backstreet Boys,Don't Go Breaking My Heart,Backstreet Boys,17/05/2018,215724,FALSE,48,"boy band,dance pop,pop",0.643,0.703,-5.573,0.0913,0.0218
Bring Me Some Water,Melissa Etheridge,Melissa Etheridge,Melissa Etheridge,01/01/1988,233000,FALSE,47,"ectofolk,heartland rock,lilith,pop rock,singer-songwriter",0.685,0.566,-13.726,0.0379,0.0165
Wisemen,James Blunt,Back to Bedlam,James Blunt,04/10/2005,221773,TRUE,48,neo mellow,0.633,0.701,-5.969,0.0267,0.253
Under The Boardwalk - Mono,The Rolling Stones,The Rolling Stones In Mono (Remastered 2016),The Rolling Stones,01/01/1966,167506,FALSE,13,"album rock,british invasion,classic rock,rock",0.714,0.519,-8.007,0.0371,0.646
The Candy Man - 2016 Remaster,Sammy Davis Jr.,Sammy Davis Jr.'s Greatest Hits (2016 Remaster),Sammy Davis Jr.,29/04/2016,188653,FALSE,12,"adult standards,easy listening,lounge,vocal jazz",0.57,0.616,-8.163,0.0365,0.668
One Time,Justin Bieber,My World,Justin Bieber,01/01/2009,215866,FALSE,0,"canadian pop,pop",0.691,0.853,-2.528,0.0372,0.0631
Hold Me,P.J. Proby,Decca EP,P.J. Proby,01/01/1964,163480,FALSE,28,"merseybeat,rock-and-roll",0.387,0.804,-6.638,0.0545,0.645
Perfectly Lonely,John Mayer,Battle Studies,John Mayer,13/11/2009,268093,FALSE,54,"neo mellow,singer-songwriter",0.678,0.53,-8.515,0.024,0.00987
They Don't Know Us,Kilter,Through The Distortion,Kilter,09/06/2017,195356,FALSE,17,aussietronica,0.749,0.8,-5.124,0.0362,0.0205
Tequila,A.L.T. And The Lost Civilization,Another Latin Timebomb,A.L.T. And The Lost Civilization,1992,243800,FALSE,33,,0.782,0.704,-10.342,0.158,0.00603
Footloose,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,25/03/1997,220706,FALSE,71,"album rock,classic rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock",0.546,0.895,-7.189,0.0579,0.0819
With Or Without You,U2,The Best of 1980-1990 & B-Sides,U2,01/10/1998,295200,FALSE,0,"irish rock,permanent wave,rock",0.546,0.485,-9.424,0.027,0.000128
Faded White Dress,Amy Meredith,Restless,Amy Meredith,02/07/2010,188600,FALSE,0,,0.42,0.923,-4.061,0.0948,0.000497
Teen Angel,Mark Dinning,Teen Angel,Mark Dinning,16/03/2012,160320,FALSE,0,deep adult standards,0.447,0.182,-9.395,0.0367,0.704
Most Girls,Hailee Steinfeld,Most Girls,Hailee Steinfeld,28/04/2017,204400,FALSE,0,pop,0.755,0.57,-7.132,0.0888,0.0416
One,U2,U218 Singles,U2,01/01/2006,275400,FALSE,0,"irish rock,permanent wave,rock",0.556,0.616,-5.76,0.0275,0.242
Let It Be,Labrinth,Let It Be,Labrinth,27/08/2014,186253,FALSE,0,"indie poptimism,pop",0.489,0.658,-4.521,0.0649,0.236
Electric Feel,MGMT,Oracular Spectacular/Congratulations,MGMT,2007,229640,FALSE,0,"alternative rock,indie rock,indietronica,modern rock,rock",0.763,0.807,-3.714,0.035,0.0714
21 Guns,Green Day,21st Century Breakdown,Green Day,15/05/2009,321093,FALSE,74,"modern rock,permanent wave,punk,rock",0.268,0.742,-4.939,0.0355,0.0518
True Blue,John Williamson,Old Man Emu,John Williamson,01/03/1982,245000,FALSE,47,"australian children's music,australian country,australian rock,bush ballad",0.534,0.269,-14.339,0.0359,0.715
The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,Bruno Mars,11/05/2010,189109,FALSE,72,"dance pop,pop",0.794,0.711,-5.124,0.0699,0.3
Stars On 45 - Original Single Version,Stars On 45,Stars On 45,Stars On 45,08/09/1981,286666,FALSE,38,,0.734,0.784,-5.84,0.0527,0.19
Virtual Insanity - Remastered 2006,Jamiroquai,High Times: Singles 1992-2006 (Remastered),Jamiroquai,06/11/2006,229360,FALSE,1,dance pop,0.662,0.949,-4.758,0.108,0.128
Meet Her At The Love Parade,Da Hool,"Clubland - Dance Hits: The Biggest Tracks Of All Time, Vol. 1",Various Artists,04/12/2015,213466,FALSE,0,bubble trance,0.793,0.644,-8.208,0.0805,0.00412
Walk of Life,Dire Straits,Brothers in Arms,Dire Straits,13/05/1985,252466,FALSE,60,"album rock,classic rock,mellow gold,rock",0.461,0.936,-6.866,0.109,0.435
Promised You A Miracle - Remastered 2002,Simple Minds,New Gold Dream (81/82/83/84),Simple Minds,13/09/1982,267706,FALSE,35,"album rock,dance rock,new romantic,new wave,new wave pop,rock,scottish new wave,soft rock",0.674,0.75,-8.515,0.0284,0.00157
Gotta Be Somebody,Nickelback,Dark Horse,Nickelback,28/10/2008,252653,FALSE,64,"alternative metal,canadian rock,post-grunge",0.536,0.89,-5.222,0.0601,0.000354
Such a Night,Elvis Presley,Elvis Is Back,Elvis Presley,08/04/1960,178760,FALSE,52,"rock-and-roll,rockabilly",0.418,0.766,-11.415,0.0862,0.747
WITHOUT YOU,The Kid LAROI,F*CK LOVE (SAVAGE),The Kid LAROI,04/11/2020,161384,FALSE,0,australian hip hop,0.43,0.417,-7.385,0.0366,0.19
This Town,Niall Horan,Flicker (Deluxe),Niall Horan,20/10/2017,232852,FALSE,0,pop,0.678,0.398,-8.413,0.0315,0.738
HEAT,"Paul Woolford, Amber Mark",HEAT,"Paul Woolford, Amber Mark",19/02/2021,187277,FALSE,44,"house,uk dance,uk house,alternative r&b,indie soul,nyc pop",0.651,0.542,-7.345,0.0292,0.311
Pretty Fly (For A White Guy),The Offspring,Americana,The Offspring,16/11/1998,188106,FALSE,0,"alternative metal,permanent wave,post-grunge,punk,rock,skate punk,socal pop punk",0.721,0.898,-3.701,0.0996,0.0962
Paper Tiger,Sue Thompson,My Hero,Sue Thompson,03/02/2015,144875,FALSE,0,deep adult standards,0.728,0.734,-9.354,0.0277,0.703
Shot Me Down (feat. Skylar Grey) - Radio Edit,"David Guetta, Skylar Grey",Shot Me Down (feat. Skylar Grey),David Guetta,27/01/2014,191412,FALSE,56,"big room,dance pop,edm,pop,pop dance,piano rock,viral pop",0.347,0.772,-4.359,0.0549,0.0597
Biding My Time,Busby Marou,Busby Marou,Busby Marou,24/06/2011,243066,FALSE,0,australian indigenous music,0.703,0.704,-6.588,0.0263,0.0689
As Usual,Brenda Lee,By Request,Brenda Lee,12/05/1964,156360,FALSE,21,"adult standards,easy listening,lounge,rockabilly",0.547,0.195,-11.234,0.0296,0.56
Tom Sawyer,Rush,Moving Pictures (2011 Remaster),Rush,12/02/1981,276880,FALSE,68,"album rock,canadian metal,classic canadian rock,classic rock,hard rock,progressive rock,rock",0.536,0.901,-7.211,0.0374,0.00145
Losing Friends over Love,Eskimo Joe,Inshalla (Standard),Eskimo Joe,29/05/2009,217946,FALSE,13,"australian alternative rock,australian rock,perth indie",0.623,0.715,-6.608,0.0334,0.0147
Lego House,Ed Sheeran,+,Ed Sheeran,09/09/2011,185093,FALSE,70,"pop,singer-songwriter pop,uk pop",0.592,0.637,-8.48,0.0992,0.562
You Don't Own Me (feat. G-Eazy),"SAYGRACE, G-Eazy",FMA,SAYGRACE,01/07/2016,201493,TRUE,72,"r&b,indie pop rap,oakland hip hop,pop rap,rap",0.332,0.635,-5.653,0.0898,0.159
The Unforgiven,Metallica,Metallica,Metallica,12/08/1991,387133,FALSE,0,"hard rock,metal,old school thrash,rock,thrash metal",0.539,0.597,-9.581,0.0258,0.0108
Mockingbird (With Margaret McLaren),Johnny O'Keefe,The Very Best Of (Standard),Johnny O'Keefe,23/08/2008,164720,FALSE,11,australian rock,0.844,0.869,-6.038,0.0487,0.415
Gimme Gimme - Original,Whigfield,Gimme Gimme - Single,Whigfield,04/11/1996,224626,FALSE,1,"diva house,eurodance,europop",0.725,0.749,-8.568,0.0332,0.00455
Wildest Dreams,Taylor Swift,1989,Taylor Swift,27/10/2014,220440,FALSE,64,pop,0.554,0.666,-7.414,0.0747,0.0702
Light Surrounding You,Evermore,Real Life,Evermore,06/07/2006,236586,FALSE,0,"australian alternative rock,australian rock,kiwi rock",0.394,0.637,-6.401,0.0297,0.0616
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,Green Day,17/11/2017,262333,TRUE,71,"modern rock,permanent wave,punk,rock",0.496,0.682,-4.095,0.0294,0.00552
The Greatest,"Sia, Kendrick Lamar",This Is Acting (Deluxe Edition),Sia,21/10/2016,210226,FALSE,0,"pop,conscious hip hop,hip hop,rap,west coast rap",0.664,0.725,-6.127,0.266,0.0102
U + Ur Hand,P!nk,I'm Not Dead,P!nk,31/03/2006,214386,TRUE,0,"dance pop,pop",0.706,0.889,-3.692,0.0556,0.00125
Money For Nothing,Dire Straits,Brothers In Arms (Remastered),Dire Straits,13/05/1985,510933,FALSE,0,"album rock,classic rock,mellow gold,rock",0.666,0.667,-9.305,0.0371,0.043
The Ballad Of The Green Berets,Sgt. Barry Sadler,Ballads of The Green Berets,Sgt. Barry Sadler,1966,146400,FALSE,41,military cadence,0.715,0.327,-11.814,0.033,0.782
Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,Sinéad O'Connor,01/07/1990,280040,FALSE,3,"lilith,new wave pop,singer-songwriter",0.511,0.574,-7.016,0.0273,0.0425
Over And Over - Album Version / Explicit,"Nelly, Tim McGraw",Suit,Nelly,14/09/2004,253933,TRUE,0,"dance pop,gangster rap,hip hop,pop rap,rap,st louis rap,urban contemporary,contemporary country,country,country road",0.644,0.518,-10.02,0.0805,0.00646
Feels like the First Time - 2008 Remaster,Foreigner,No End in Sight: The Very Best of Foreigner (Expanded),Foreigner,02/06/2015,232333,FALSE,48,"album rock,classic rock,glam metal,hard rock,mellow gold,rock,soft rock",0.498,0.802,-4.537,0.0544,0.0136
747,Lady A,747,Lady A,30/09/2014,207413,FALSE,2,"contemporary country,country,country dawn,country pop,country road",0.583,0.882,-3.98,0.0395,0.00548
Neither One of Us (Wants to Be the First to Say Goodbye),Linda George,Miss Linda George,Linda George,1974,211786,FALSE,0,,0.51,0.498,-12.943,0.046,0.279
This Girl Is a Woman Now,Gary Puckett & The Union Gap,Young Girl: The Best Of Gary Puckett & The Union Gap,Gary Puckett & The Union Gap,1968,189160,FALSE,24,"adult standards,bubblegum pop,country rock,folk rock,mellow gold,merseybeat,rock-and-roll,soft rock",0.261,0.486,-10.136,0.0307,0.721
One More Night - 2016 Remaster,Phil Collins,No Jacket Required (2016 Remaster),Phil Collins,25/01/1985,288973,FALSE,68,"rock drums,soft rock",0.534,0.442,-9.442,0.0308,0.788
If I Could Turn Back Time,Cher,Heart Of Stone,Cher,01/01/1989,239826,FALSE,69,"dance pop,pop",0.658,0.575,-10.365,0.0267,0.243
Overdrive,Conan Gray,Overdrive,Conan Gray,19/02/2021,183070,FALSE,29,"bedroom pop,pop,pov: indie",0.574,0.777,-6.279,0.0395,0.00915
Run the World (Girls),Beyoncé,4,Beyoncé,24/06/2011,236093,FALSE,69,"pop,r&b",0.732,0.899,-4.237,0.143,0.00496
Levels - Radio Edit,Avicii,Levels,Avicii,28/10/2011,199906,FALSE,78,"dance pop,edm,pop,pop dance",0.584,0.889,-5.941,0.0343,0.0462
Lovefool,twocolors,Lovefool,twocolors,08/05/2020,190487,FALSE,68,"edm,pop dance,pop edm",0.677,0.766,-6.896,0.0568,0.0219
Call On Me - Ryan Riback Remix,"Starley, Ryan Riback",Call On Me,Starley,07/10/2016,222000,FALSE,6,"aussietronica,melbourne bounce",0.691,0.821,-4.527,0.0401,0.136
Spirit in the Sky,Doctor & The Medics,Laughing At the Pieces,Doctor & The Medics,2003,208106,FALSE,0,glam rock,0.619,0.546,-10.206,0.042,0.0192
Do Ya,Electric Light Orchestra,A New World Record,Electric Light Orchestra,01/09/1976,225106,FALSE,55,"album rock,art rock,beatlesque,classic rock,glam rock,mellow gold,rock,soft rock,symphonic rock",0.494,0.572,-5.862,0.0332,0.0386
Fighter,Christina Aguilera,Stripped,Christina Aguilera,19/07/2002,245960,FALSE,65,"dance pop,pop",0.435,0.92,-1.357,0.201,0.235
The Birds and the Bees,Jewel Akens,The Birds and the Bees,Jewel Akens,1965,127507,FALSE,16,,0.778,0.437,-10.295,0.0349,0.15
Escape,Enrique Iglesias,Escape,Enrique Iglesias,2001,208626,FALSE,0,"dance pop,latin pop,mexican pop",0.775,0.855,-5.323,0.0301,0.0302
Who Are You,The Who,Who Are You,The Who,18/08/1978,381626,FALSE,0,"album rock,british invasion,classic rock,hard rock,rock",0.653,0.631,-11.334,0.0461,0.299
Harlem Shuffle,The Rolling Stones,Dirty Work (Remastered 2009),The Rolling Stones,24/03/1986,204426,FALSE,0,"album rock,british invasion,classic rock,rock",0.742,0.94,-3.485,0.0756,0.0866
Under Pressure - Remastered 2011,"Queen, David Bowie",Hot Space (2011 Remaster),Queen,03/05/1982,248440,FALSE,80,"classic rock,glam rock,rock,art rock,classic rock,glam rock,permanent wave,rock",0.671,0.712,-7.815,0.0476,0.429
What Do You Mean? - Acoustic,Justin Bieber,Purpose (Deluxe),Justin Bieber,13/11/2015,203800,FALSE,0,"canadian pop,pop",0.773,0.358,-10.634,0.044,0.794
P.I.M.P.,50 Cent,Get Rich Or Die Tryin',50 Cent,06/02/2003,249480,TRUE,77,"east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.712,0.772,-3.024,0.346,0.0521
Good Vibrations,"Marky Mark And The Funky Bunch, Loleatta Holloway",RnB Fridays Vol. 3,Various Artists,21/04/2017,269946,FALSE,26,"hip house,disco,diva house,philly soul,post-disco",0.709,0.985,-3.743,0.0592,0.000984
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),Taylor Swift,26/10/2023,229477,FALSE,76,pop,0.599,0.651,-7.343,0.035,0.0486
Harlem Shake,Baauer,Harlem Shake,Baauer,2012,196664,FALSE,0,"electro house,electronic trap",0.452,0.794,-5.151,0.0483,0.0111
Too Young to Be Married - 1999 Remaster,The Hollies,Confessions of the Mind (Expanded Edition),The Hollies,01/11/1970,239373,FALSE,0,"album rock,british invasion,classic rock,folk rock,mellow gold,merseybeat,soft rock",0.482,0.327,-11.196,0.0306,0.456
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),"Pras, Ol' Dirty Bastard, Mýa",Ghetto Supastar,Pras,03/10/1998,261133,FALSE,66,"new jersey rap,east coast hip hop,hardcore hip hop,hip hop,contemporary r&b,hip pop,r&b,urban contemporary",0.818,0.653,-8.396,0.204,0.0335
Smooth (feat. Rob Thomas),"Santana, Rob Thomas",Supernatural (Remastered),Santana,15/06/1999,294986,FALSE,67,"blues rock,classic rock,mexican classic rock,neo mellow,pop rock,post-grunge",0.609,0.923,-3.908,0.0338,0.16
It's My Party,Lesley Gore,I'll Cry If I Want To,Lesley Gore,01/06/1963,140000,FALSE,0,"brill building pop,bubblegum pop,classic girl group",0.687,0.493,-11.676,0.0608,0.325
Uptown Girl,Billy Joel,The Essential Billy Joel,Billy Joel,02/10/2001,194866,FALSE,58,"album rock,classic rock,mellow gold,piano rock,rock,singer-songwriter,soft rock",0.696,0.943,-2.962,0.043,0.0736
Splish Splash,Bobby Darin,Bobby Darin,Bobby Darin,1958,131719,FALSE,56,"adult standards,easy listening,lounge,rock-and-roll,rockabilly,vocal jazz",0.645,0.943,-1.526,0.0393,0.385
Decode - Twilight Soundtrack Version,Paramore,Decode,Paramore,16/01/2009,261959,FALSE,48,"candy pop,modern rock,pixie,pop,pop emo,pop punk,rock",0.282,0.866,-4.223,0.0588,0.000705
Gangnam Style (강남스타일),PSY,Gangnam Style (강남스타일),PSY,01/01/2012,219493,FALSE,0,"k-rap,korean old school hip hop",0.727,0.938,-2.872,0.288,0.00432
Techno Fan,The Wombats,The Wombats Proudly Present... This Modern Glitch,The Wombats,22/04/2011,239200,FALSE,38,"liverpool indie,modern alternative rock,modern rock",0.511,0.934,-5.504,0.139,0.00131
All I Wanna Do Is Make Love To You,Heart,Brigade,Heart,25/03/1990,310893,FALSE,66,"album rock,classic rock,glam metal,hard rock,mellow gold,new wave pop,rock,singer-songwriter,soft rock",0.626,0.746,-8.832,0.0282,0.16
Lady Rose,Mungo Jerry,In the Summertime,Mungo Jerry,01/01/1970,190826,FALSE,0,"british blues,classic uk pop",0.644,0.613,-10.67,0.0321,0.739
Daddy's Home - 2003 Remaster,Cliff Richard,75 at 75,Cliff Richard,18/09/2015,173746,FALSE,0,"adult standards,rock-and-roll",0.343,0.371,-10.17,0.0544,0.911
Myself,Bazzi,COSMIC,Bazzi,12/04/2018,167552,FALSE,61,pop,0.745,0.561,-5.513,0.072,0.465
Say Goodbye,Chris Brown,Chris Brown,Chris Brown,29/11/2005,289760,FALSE,0,"r&b,rap",0.805,0.494,-6.027,0.0363,0.00164
Don't You Worry,Madasun,The Way It Is,Madasun,01/01/2000,241720,FALSE,24,,0.818,0.493,-5.701,0.0309,0.0611
I Like Me Better,Lauv,I Like Me Better,Lauv,19/05/2017,197436,FALSE,2,pop,0.752,0.505,-7.621,0.253,0.535
Love Letters,Ketty Lester,You Can Have Him: Ketty Lester Sings Love Letters and Other Greats,Ketty Lester,19/09/2012,156734,FALSE,31,,0.567,0.218,-18.003,0.0328,0.766
It's Like That,Mariah Carey,The Emancipation of Mimi (Ultra Platinum Edition),Mariah Carey,01/01/2005,203360,FALSE,0,"dance pop,pop,urban contemporary",0.8,0.633,-4.875,0.0514,0.0901
Hello,"Stafford Brothers, Lil Wayne, Christina Milian",Hello,Stafford Brothers,01/01/2012,207013,TRUE,0,"australian dance,hip hop,new orleans rap,pop rap,rap,trap,dance pop,hip pop,r&b,urban contemporary",0.652,0.851,-4.761,0.0368,0.281
Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,Bruno Mars,11/05/2010,217866,FALSE,82,"dance pop,pop",0.498,0.59,-4.721,0.032,0.511
I Wanna Rock,Twisted Sister,Stay Hungry,Twisted Sister,10/05/1984,179760,FALSE,68,"album rock,classic rock,glam metal,hard rock,metal,rock",0.504,0.911,-2.97,0.0738,0.00512
Bones,Imagine Dragons,Mercury - Acts 1 & 2,Imagine Dragons,01/07/2022,165264,FALSE,82,"modern rock,pop,rock",0.772,0.75,-3.67,0.0455,0.0201
My Name Is Prince,Prince,[Love Symbol],Prince,13/10/1992,398333,TRUE,31,"funk,funk rock,minneapolis sound,rock,synth funk",0.797,0.942,-4.209,0.135,0.0223
Convoy,C.W. McCall,C.W. McCall's Greatest Hits,C.W. McCall,01/01/1990,230600,FALSE,59,"classic country pop,country rock,truck-driving country",0.68,0.543,-14.876,0.141,0.857
Can't Stop the Music,Village People,Can't Stop the Music (Original Soundtrack 1980),Village People,1980,218000,FALSE,44,"disco,new wave pop,soft rock",0.777,0.629,-10.33,0.111,0.118
The Distance,CAKE,Fashion Nugget,CAKE,17/09/1996,179600,FALSE,59,"alternative rock,pop rock,post-grunge,sacramento indie",0.456,0.752,-8.121,0.09,0.0095
Let The Night Roll On,The Angels,Beyond Salvation,The Angels,17/07/1990,244360,FALSE,0,australian rock,0.402,0.69,-11.019,0.0391,0.00498
Honest,Kodaline,Coming Up for Air (Expanded Edition),Kodaline,09/02/2015,218933,FALSE,37,"irish pop,modern rock,neo mellow",0.388,0.758,-5.662,0.0485,0.00389
Where Have You Been,Rihanna,Talk That Talk,Rihanna,18/11/2011,242680,FALSE,73,"barbadian pop,pop,urban contemporary",0.719,0.847,-6.34,0.0919,0.00201
Burn Your Name,Powderfinger,Fingerprints & Footprints - The Ultimate Collection,Powderfinger,01/01/2011,232080,FALSE,19,"australian alternative rock,australian rock",0.424,0.932,-2.945,0.0412,0.00186
